RID,source_nodeip,destination_nodeip,start_time,source_port,destination_port,flags,site,asn,num_packets,num_bytes,flow_trajectories_ip,proto,Label
209.85.144.188-10.42.0.151-5228-47278-6,46.162.72.96,124.254.7.51,1415780429,22,45432,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,217.141.126.178,TCP,0
192.229.173.173-10.42.0.211-80-49256-6,113.11.194.210,5.135.134.121,1415780428,22,53976,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,217.141.126.178,TCP,0
10.42.0.151-101.69.121.110-58259-80-6,173.236.120.169,141.212.121.31,1415780431,22,57843,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,118.244.154.124,UDP,1
173.194.207.139-10.42.0.211-443-49729-6,61.133.244.59,141.212.121.29,1415780439,22,43792,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,858,199.87.232.184,TCP,1
180.76.148.65-10.42.0.42-80-50867-6,61.147.103.88,124.254.7.51,1415780427,22,53520,"-A----,-A---F,-AP---",c9f0f,c4ca4,5,786,199.87.232.184,TCP,0
209.85.232.188-10.42.0.151-5228-35020-6,61.133.244.59,84.111.46.124,1415780439,37161,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,199.87.232.184,TCP,1
180.149.136.194-10.42.0.151-443-46511-6,61.133.244.59,84.111.46.124,1415780439,43792,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,199.87.232.184,TCP,0
151.101.1.134-10.42.0.211-443-53240-6,61.133.244.59,124.254.7.51,1415780431,45880,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,199.87.232.184,TCP,1
10.42.0.211-23.194.140.226-48052-80-6,61.133.244.59,124.254.7.51,1415780427,53520,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,192.210.51.67,TCP,0
172.217.10.78-10.42.0.211-443-39104-6,61.147.103.79,124.254.7.51,1415780431,57843,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,192.95.1.135,TCP,1
10.42.0.211-23.194.140.128-42250-443-6,61.133.244.59,124.254.7.51,1415780432,57815,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,217.121.221.178,TCP,0
10.42.0.42-111.206.25.159-46241-80-6,113.11.194.210,124.254.7.51,1415780432,22,57815,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,50.82.17.194,TCP,0
220.243.219.55-10.42.0.211-80-58495-6,113.11.194.210,124.254.7.51,1415780433,22,43380,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,50.82.17.194,TCP,0
172.217.12.174-10.42.0.42-443-44753-6,27.54.249.146,118.244.7.1,1415780451,22,55050,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,42.96.134.246,TCP,0
10.42.0.151-10.42.0.1-33842-53-17,5.135.134.121,10.131.20.151,1415780452,22,59594,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,42.121.112.145,TCP,0
203.205.179.172-10.42.0.211-80-40199-6,164.124.107.66,85.18.108.253,1415780451,22,58991,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,222.171.107.18,TCP,1
10.42.0.211-77.234.42.92-44566-443-6,115.38.129.90,85.18.108.253,1415780445,22,34895,"-A--S-,-AP---",c9f0f,c4ca4,2,133,46.166.169.213,UDP,1
10.42.0.151-52.179.189.71-58739-443-6,115.38.129.90,124.254.7.51,1415780441,22,56268,"-A----,-AP---",c9f0f,c4ca4,3,880,46.166.169.213,UDP,0
172.217.12.194-10.42.0.211-443-45536-6,115.38.129.90,124.254.7.51,1415780441,22,60226,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,854,46.166.169.213,UDP,0
10.42.0.211-10.42.0.1-38628-53-17,115.38.129.90,61.147.103.88,1415780441,22,47074,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,123.125.172.86,UDP,0
10.42.0.211-23.205.16.85-52446-80-6,115.38.129.90,60.173.14.75,1415780452,22,54176,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,180.186.27.68,UDP,1
10.42.0.42-54.239.17.112-52579-443-6,115.38.129.90,192.210.200.244,1415780441,47074,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,287,94.52.37.168,UDP,1
10.42.0.211-76.13.28.196-47156-443-6,115.38.129.90,61.131.218.218,1415780441,22,43137,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,854,94.52.37.168,UDP,1
172.217.12.174-10.42.0.151-443-36290-6,115.38.129.90,218.5.72.30,1415780452,59594,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,61.182.168.24,UDP,1
172.217.12.174-10.42.0.151-443-34794-6,115.38.129.90,98.126.227.18,1415780452,22,55495,"-A----,-A--S-,-AP---",c9f0f,c4ca4,3,184,50.78.241.206,UDP,1
10.42.0.42-106.11.92.16-34864-443-6,61.131.218.218,116.202.216.67,1415780454,55454,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,50.78.241.206,TCP,0
10.42.0.211-10.42.0.1-54712-53-17,178.123.61.80,116.202.216.67,1415780441,22,59450,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,854,50.78.241.206,TCP,1
203.205.128.137-10.42.0.151-80-32945-6,178.123.61.80,116.202.216.67,1415780454,22,55454,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,50.78.241.206,TCP,0
172.217.12.130-10.42.0.151-443-33470-6,95.67.210.84,110.188.0.71,1415780445,34895,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,112.132.212.48,UDP,0
10.42.0.151-72.30.196.161-58384-443-6,95.67.210.84,119.255.1.20,1415780441,43137,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,109.105.81.12,UDP,0
10.42.0.211-10.42.0.1-35051-53-17,95.67.210.84,119.255.1.20,1415780443,52949,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,333,109.105.81.12,UDP,1
10.42.0.211-104.88.89.135-38024-443-6,95.67.210.84,119.255.1.20,1415780452,54176,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,109.105.81.12,UDP,0
192.229.173.173-10.42.0.211-80-48078-6,95.67.210.84,78.102.38.59,1415780451,58991,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,109.105.81.12,UDP,1
10.42.0.211-123.59.190.237-49184-80-6,95.67.210.84,78.102.38.59,1415780441,60226,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,5,293,109.105.81.12,UDP,0
10.42.0.211-10.42.0.1-33340-53-17,95.67.210.84,124.254.7.51,1415780441,59450,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,109.105.81.12,UDP,1
10.42.0.211-23.23.129.231-46077-443-6,180.186.27.68,10.48.56.161,1415780443,22,52949,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,5,798,61.147.103.20,TCP,0
10.42.0.211-111.202.114.77-55903-443-6,60.190.222.205,124.254.7.51,1415780456,38761,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,287,109.105.81.12,TCP,1
203.205.190.44-10.42.0.211-80-51359-6,218.8.245.179,124.254.7.51,1415780463,22,56318,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,798,124.6.181.91,TCP,1
10.42.0.151-10.42.0.1-49896-53-17,123.183.220.57,109.184.138.208,1415780463,56318,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,61.131.218.218,TCP,0
10.42.0.151-31.13.80.8-45902-443-6,123.183.220.57,109.184.138.208,1415780455,56661,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,216.245.210.211,TCP,1
180.76.147.97-10.42.0.151-80-58276-6,175.180.185.50,69.28.58.85,1415780455,22,56661,"-A----,-A--S-,-AP---",c9f0f,c4ca4,5,854,42.96.142.242,TCP,0
10.42.0.211-23.194.111.184-37476-443-6,123.183.220.57,82.72.148.162,1415692809,36722,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,956,60.173.14.75,TCP,0
202.77.129.150-10.42.0.151-443-37899-6,222.208.168.242,124.254.7.51,1415692844,36829,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,61.147.103.79,TCP,1
172.217.11.36-10.42.0.42-443-48987-6,190.85.213.38,124.254.7.51,1415773072,22,47105,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,TCP,1
174.35.73.107-10.42.0.211-80-38930-6,190.85.213.38,67.198.176.226,1415764107,22,36801,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,TCP,0
10.42.0.151-104.193.88.109-49999-80-6,202.70.79.29,211.43.213.64,1415502554,55782,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,183.83.254.171,TCP,1
10.42.0.211-10.42.0.1-64341-53-17,199.127.100.7,124.254.7.51,1415671320,37013,22,"-A----,-AP---",c9f0f,c4ca4,11,892,183.83.254.171,TCP,0
10.42.0.151-66.198.24.253-34594-443-6,199.127.100.7,98.126.70.10,1415776686,22,59464,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,TCP,1
203.205.190.40-10.42.0.42-80-52495-6,189.44.110.186,222.186.52.64,1415776689,22,36829,"-A----,-AP---",c9f0f,c4ca4,6,504,50.78.241.206,TCP,0
10.42.0.151-36.110.210.167-50943-80-6,189.44.110.186,60.250.50.165,1415428775,38670,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,50.78.241.206,TCP,1
172.217.6.225-10.42.0.151-443-55562-6,69.175.126.170,60.250.50.165,1415613089,47105,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,188.52.157.208,UDP,0
172.217.10.110-10.42.0.151-443-58056-6,211.154.83.14,122.138.247.252,1415772056,22,36791,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,UDP,0
10.42.0.211-106.11.92.16-45644-443-6,211.154.83.14,221.206.124.21,1415751520,22,51246,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,UDP,0
10.42.0.211-10.42.0.1-51421-53-17,211.154.83.14,61.147.103.188,1415596896,51628,22,"-A----,-AP---",c9f0f,c4ca4,10,840,60.190.120.179,UDP,0
10.42.0.211-10.42.0.1-4319-53-17,117.41.237.247,117.205.110.234,1415750780,22,51816,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,TCP,0
8.0.6.4-8.6.0.1-0-0-0,5.135.134.121,78.83.20.241,1415523468,51816,22,"-A----,-AP---",c9f0f,c4ca4,11,892,183.83.254.171,TCP,1
172.217.12.174-10.42.0.151-443-44508-6,211.154.83.14,202.89.74.65,1415473488,50559,22,"-A----,-AP---",c9f0f,c4ca4,12,944,50.16.129.113,UDP,1
10.42.0.211-31.13.71.3-55603-443-6,211.154.83.14,202.89.74.65,1415780429,22,50221,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,50.16.129.113,UDP,0
203.205.179.170-10.42.0.211-80-48506-6,211.154.83.14,202.89.74.65,1415780432,22,45378,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,50.16.129.113,UDP,0
10.42.0.211-106.11.94.1-42501-443-6,211.154.83.14,202.89.74.65,1415780441,22,45601,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,50.16.129.113,UDP,0
10.42.0.211-10.42.0.1-31436-53-17,208.89.163.175,95.61.243.23,1415780432,36324,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,183.83.254.171,TCP,1
192.229.173.173-10.42.0.211-80-48529-6,208.89.163.175,5.135.134.121,1415780441,46929,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,183.83.254.171,TCP,1
10.42.0.211-10.42.0.1-61863-53-17,60.173.11.134,49.1.244.70,1415780441,45601,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,4,241,203.247.161.131,TCP,1
180.149.136.194-10.42.0.211-80-54064-6,211.154.83.14,202.85.214.186,1415780437,49588,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,183.83.254.171,UDP,1
10.42.0.211-10.42.0.1-58671-53-17,211.154.83.14,61.143.204.6,1415780427,54801,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,203.247.161.131,UDP,1
10.42.0.211-52.84.26.207-42465-443-6,211.154.83.14,61.147.103.188,1415780433,22,58471,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,183.83.254.171,UDP,0
211.236.244.151-10.42.0.211-80-50056-6,211.154.83.14,178.236.32.3,1415780441,38403,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,203.247.161.131,UDP,1
10.42.0.211-125.39.241.34-40408-80-6,211.154.83.14,200.111.191.59,1415780439,22,60711,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,42.96.156.49,UDP,0
10.42.0.211-10.42.0.1-4228-53-17,95.180.170.214,61.147.74.149,1415780428,22,56164,"-A--S-,-AP---",c9f0f,c4ca4,3,1025,218.8.245.179,TCP,0
172.217.12.132-10.42.0.151-443-58655-6,95.180.170.214,178.236.32.3,1415780441,22,38403,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,177.19.6.190,TCP,0
10.42.0.211-10.42.0.1-17254-53-17,10.48.56.161,178.236.32.3,1415780432,22,36324,"-A----,-A--S-,-AP---",c9f0f,c4ca4,3,184,177.19.6.190,UDP,1
10.42.0.211-10.42.0.1-22333-53-17,117.40.188.58,178.236.32.3,1415780432,22,58106,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,177.19.6.190,TCP,0
202.77.129.230-10.42.0.151-80-40961-6,85.214.222.107,178.236.32.3,1415780428,22,37595,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,60.190.222.205,TCP,1
10.42.0.42-64.71.142.110-59723-443-6,85.214.222.107,94.208.72.243,1415780429,22,58492,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,177.19.6.190,TCP,0
151.101.21.140-10.42.0.211-443-45854-6,117.40.188.58,178.236.32.3,1415780441,22,46929,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,177.19.6.190,TCP,1
10.42.0.42-98.139.199.205-33395-443-6,178.68.215.93,46.143.202.26,1415780427,22,54801,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,177.19.6.190,UDP,0
172.217.12.142-10.42.0.151-443-55510-6,178.68.215.93,46.143.202.26,1415780433,22,35408,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,5,294,177.19.6.190,UDP,1
8.0.6.4-8.6.0.1-0-0-0,178.68.215.93,46.143.202.26,1415780433,35408,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,183.83.254.171,UDP,1
172.217.12.195-10.42.0.151-443-56454-6,178.68.215.93,186.214.88.24,1415780428,37595,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,183.83.254.171,UDP,0
10.42.0.211-10.42.0.1-17601-53-17,178.68.215.93,186.214.88.24,1415780432,45378,22,"---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,279,183.83.254.171,UDP,1
172.217.12.170-10.42.0.151-443-44924-6,67.64.190.41,114.34.13.44,1415780429,50221,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,177.19.6.190,TCP,0
10.42.0.211-10.42.0.1-38724-53-17,178.68.215.93,220.181.168.154,1415780438,49215,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,183.83.254.171,UDP,0
211.144.37.229-10.42.0.151-80-41852-6,178.68.215.93,210.110.6.250,1415780429,51796,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,1.209.46.124,UDP,1
10.42.0.151-31.13.71.52-50382-80-6,183.153.49.193,61.163.55.37,1415780428,56164,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,1.209.46.124,TCP,1
222.73.28.96-10.42.0.211-80-55877-6,178.68.215.93,61.163.55.37,1415780432,58106,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,218.29.188.22,UDP,0
172.217.10.46-10.42.0.151-443-47368-6,112.167.207.93,110.188.0.71,1415780429,58492,22,"----S-,---R--,-A----,-AP---",c9f0f,c4ca4,6,333,50.78.241.206,UDP,1
10.42.0.211-54.192.36.50-35156-80-6,112.167.207.93,61.131.218.218,1415780429,22,51796,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,5,806,50.78.241.206,UDP,0
198.105.244.11-10.42.0.211-80-54173-6,112.167.207.93,46.218.85.111,1415780437,22,49588,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,145.53.252.49,UDP,1
157.240.18.15-10.42.0.211-443-50883-6,112.167.207.93,222.186.45.157,1415780451,22,56969,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,145.53.252.49,UDP,0
10.42.0.42-109.126.206.138-46360-8397-17,112.167.207.93,114.37.7.211,1415780447,22,39375,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,109.202.110.217,UDP,1
182.22.31.124-10.42.0.151-443-34171-6,98.126.227.18,80.248.223.42,1415780455,22,50925,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,109.202.110.217,TCP,0
10.42.0.42-13.107.3.128-36267-443-6,60.173.14.74,199.83.94.72,1415780450,22,53858,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,145.53.252.49,TCP,0
180.149.136.194-10.42.0.211-443-55746-6,61.131.218.218,222.186.52.60,1415780449,22,47008,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,842,109.202.110.217,TCP,0
10.42.0.151-64.4.23.173-43477-40011-17,60.173.14.74,60.173.14.75,1415780447,40988,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,109.202.110.217,TCP,0
10.42.0.211-103.7.30.118-43892-80-6,60.173.14.74,1.209.46.124,1415780455,50925,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,145.53.252.49,TCP,0
202.77.129.150-10.42.0.211-80-49809-6,183.129.145.229,117.121.0.253,1415780455,51643,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,5,287,109.202.110.217,TCP,1
10.42.0.211-121.12.98.64-56591-80-6,220.212.6.106,221.139.182.110,1415780451,56969,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,109.202.110.217,UDP,1
10.42.0.211-104.192.108.27-41996-80-6,220.212.6.106,122.225.101.46,1415780451,34722,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,74.61.77.32,UDP,0
216.58.219.234-10.42.0.42-443-50722-6,220.212.6.106,115.239.229.226,1415780451,22,42243,"-A----,-A---F,-AP---",c9f0f,c4ca4,21,3329,74.61.77.32,UDP,0
10.42.0.211-10.42.0.1-1301-53-17,220.212.6.106,77.166.117.80,1415780451,22,34722,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,183.83.254.171,UDP,0
10.42.0.151-10.42.0.1-8453-53-17,220.212.6.106,210.110.6.250,1415780455,22,51643,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,940,183.83.254.171,UDP,1
10.42.0.211-106.39.169.66-52036-80-6,220.212.6.106,210.110.6.250,1415780452,22,45118,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,50.82.17.194,UDP,1
10.42.0.211-64.34.226.94-47188-443-6,126.240.136.216,210.110.6.250,1415780442,22,60607,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,50.82.17.194,TCP,1
10.42.0.1-10.42.0.42-53-62677-17,126.240.136.216,210.110.6.250,1415780447,22,40988,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,183.83.254.171,TCP,1
203.205.179.172-10.42.0.42-80-51232-6,220.212.6.106,210.110.6.250,1415780455,22,47984,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1021,177.19.6.190,UDP,1
183.136.237.235-10.42.0.211-80-42136-6,126.240.136.216,217.164.160.89,1415780447,39375,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,177.19.6.190,TCP,0
10.42.0.151-10.42.0.1-2187-53-17,173.208.246.171,217.164.160.89,1415780451,42434,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,177.19.6.190,TCP,1
216.58.219.206-10.42.0.211-443-39477-6,173.208.246.171,5.135.134.121,1415780449,47008,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,177.19.6.190,TCP,0
10.42.0.211-10.42.0.1-29535-53-17,60.190.222.205,116.252.182.221,1415780450,53858,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,145.53.252.49,TCP,0
10.42.0.151-104.254.66.16-43878-80-6,142.91.187.53,222.186.52.40,1415780442,60607,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,145.53.252.49,TCP,0
10.42.0.211-104.192.110.245-59649-443-6,60.173.8.163,125.211.216.43,1415780452,57431,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,6,339,145.53.252.49,TCP,1
205.185.216.10-10.42.0.211-80-58673-6,207.192.213.50,122.184.151.150,1415780452,22,57431,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,61.191.56.200,TCP,0
172.217.12.174-10.42.0.42-443-59538-17,115.47.49.211,122.184.151.150,1415780457,22,40458,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,874,145.53.252.49,TCP,1
172.217.10.99-10.42.0.151-443-35992-6,173.234.33.194,220.179.76.100,1415780457,40458,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,222.186.52.60,TCP,0
10.42.0.211-104.192.110.245-34962-80-6,219.235.8.109,108.86.208.88,1415773050,22,36484,"-A----,-AP---",c9f0f,c4ca4,5,420,112.132.212.48,TCP,1
10.42.0.151-31.13.71.37-50398-443-6,100.42.218.170,61.147.103.139,1415533896,51650,22,"-A----,-AP---",c9f0f,c4ca4,11,956,123.125.172.86,TCP,0
216.58.217.67-10.42.0.211-443-36905-6,125.74.13.190,189.69.123.206,1415771778,22,38698,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,TCP,1
180.163.15.184-10.42.0.211-80-58969-6,125.74.13.190,189.69.123.206,1415718667,65353,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,956,183.83.254.171,TCP,1
10.42.0.211-23.203.49.224-36524-443-6,198.13.109.252,189.69.123.206,1415772469,22,43821,"-A----,-AP---",c9f0f,c4ca4,6,504,112.132.212.48,TCP,0
10.42.0.151-42.236.126.162-44413-80-6,176.107.120.53,189.69.123.206,1415706457,43821,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,112.132.212.48,TCP,1
203.205.158.56-10.42.0.151-80-42280-6,176.107.120.53,189.69.123.206,1415775787,22,43431,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,TCP,0
10.42.0.211-10.42.0.1-31818-53-17,216.99.156.74,189.69.123.206,1415772303,22,63336,-AP---,c9f0f,c4ca4,6,504,112.132.212.48,TCP,0
172.217.12.170-10.42.0.211-443-60701-6,218.8.245.179,189.69.123.206,1415511822,51627,22,"-A----,-AP---",c9f0f,c4ca4,11,956,5.135.134.121,TCP,1
220.243.225.102-10.42.0.211-80-48747-6,60.173.11.134,189.69.123.206,1415451585,37856,22,"-A----,-AP---",c9f0f,c4ca4,10,840,112.132.212.48,TCP,1
172.217.10.110-10.42.0.211-443-52645-6,60.173.11.134,183.61.185.91,1415691672,50653,22,"-A----,-AP---",c9f0f,c4ca4,11,892,217.17.102.228,TCP,0
182.22.25.124-10.42.0.211-443-54098-6,60.173.11.134,222.186.52.64,1415701141,57882,22,"-A----,-AP---",c9f0f,c4ca4,11,892,217.17.102.228,TCP,1
10.42.0.211-10.42.0.1-57471-53-17,60.173.11.134,121.41.239.162,1415750661,22,51821,"-A----,-AP---",c9f0f,c4ca4,6,504,37.43.104.27,TCP,0
183.79.248.124-10.42.0.151-443-44383-6,176.10.35.241,121.41.239.162,1415772202,22,50529,"-A----,-AP---",c9f0f,c4ca4,6,504,37.43.104.27,TCP,1
172.217.10.10-10.42.0.42-443-44758-6,175.168.70.78,182.182.25.167,1415671864,38683,22,"-A----,-AP---",c9f0f,c4ca4,10,840,192.210.54.220,TCP,0
10.42.0.1-10.42.0.42-53-20248-17,1.26.124.246,182.182.25.167,1415773857,22,36793,"-A----,-AP---",c9f0f,c4ca4,6,504,145.53.252.49,TCP,1
219.142.78.217-10.42.0.42-80-35452-6,59.63.167.3,115.47.9.141,1415768856,22,51620,"-A----,-AP---",c9f0f,c4ca4,5,420,145.53.252.49,TCP,0
10.42.0.151-31.13.71.36-42725-443-6,199.192.226.231,115.47.9.141,1415533745,51620,22,"-A----,-AP---",c9f0f,c4ca4,11,956,145.53.252.49,TCP,0
172.217.10.238-10.42.0.151-443-57608-6,212.102.11.56,115.47.9.141,1415452078,48859,22,"-A----,-AP---",c9f0f,c4ca4,11,956,145.53.252.49,TCP,0
10.42.0.151-104.244.42.1-48630-443-6,212.102.11.56,61.191.188.177,1415780499,22,50886,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,6,850,183.83.254.171,TCP,0
180.76.149.207-10.42.0.211-30320-58559-6,199.192.226.231,110.188.0.71,1415780499,50886,22,"----S-,---R--,-A----,-A---F,-AP---",c9f0f,c4ca4,7,385,183.83.254.171,TCP,0
172.217.11.2-10.42.0.151-443-49258-6,173.236.120.169,119.193.33.142,1415770696,22,51648,"-A----,-AP---",c9f0f,c4ca4,6,504,183.83.254.171,UDP,1
10.42.0.151-31.13.80.5-35018-443-6,61.147.74.223,78.96.227.10,1415775788,22,65466,-AP---,c9f0f,c4ca4,6,504,180.186.27.90,TCP,1
209.10.120.26-10.42.0.211-80-54882-6,220.181.168.156,78.96.227.10,1415777989,22,51251,"-A----,-AP---",c9f0f,c4ca4,6,504,94.228.226.86,TCP,0
198.11.188.75-10.42.0.211-443-47542-6,60.173.8.163,124.254.7.51,1415745058,57916,22,"-A----,-AP---",c9f0f,c4ca4,11,828,67.219.107.50,TCP,0
10.42.0.42-85.93.5.83-37975-80-6,112.90.219.3,175.180.115.62,1415775960,22,51482,"-A----,-AP---",c9f0f,c4ca4,5,420,67.219.107.50,TCP,0
239.255.255.250-10.42.0.1-1900-57361-17,192.74.235.175,124.254.7.51,1415453881,51480,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,42.96.154.249,TCP,1
172.217.10.106-10.42.0.151-443-46630-6,210.182.209.2,124.254.7.51,1415489491,51478,22,"-A----,-AP---",c9f0f,c4ca4,11,956,61.164.151.8,TCP,1
239.255.255.250-10.42.0.1-1900-34740-17,210.182.209.2,124.254.7.51,1415771863,22,36816,"-A----,-AP---",c9f0f,c4ca4,6,504,5.135.134.121,TCP,1
10.42.0.151-10.42.0.1-44936-53-17,60.211.178.106,124.254.7.51,1415772913,22,51254,"-A----,-AP---",c9f0f,c4ca4,6,504,2.193.239.241,TCP,1
182.22.31.252-10.42.0.211-443-48471-6,60.211.178.106,124.254.7.51,1415533950,51254,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,2.193.239.241,TCP,1
